date,rebar_price,iron_ore_price_x,coal_price_x,steel_price_x,steel_rebar_price,iron_ore_price_y,coal_price_y,steel_scrap_price,coking_coal_price,iron_ore_price,steel_price_y,platts_mexican_rebar_price,reportacero_prices_price,mexican_construction_index_price,geopolitical_risk_index,trade_tension_index,supply_chain_disruption,energy_security_index
2023-01-16,625.8534883395334,90.34139533581339,135.51209300372008,680.6827906716268,708.4145576796884,113.04873460781306,170.73164614375077,436.0974692156261,195.98122586000346,107.48826616250217,746.483572627503,18745.07122951685,18096.05698361348,104.96714153011233,44.37712470759027,31.494134115816628,0,70.82044755172313
2023-01-17,628.1594677669137,91.2637871067655,136.89568066014826,682.527574213531,708.3567561607435,113.01405369644614,170.68540492859486,436.0281073928923,196.89437686017934,108.05898553761207,747.2825797526569,18745.07122951685,18096.05698361348,104.96714153011233,39.87168879665576,23.95693654117342,0,57.33535579489015
2023-01-18,630.465447194294,92.18617887771762,138.27926831657643,684.3723577554352,726.0490567891509,123.62943407349051,184.83924543132068,457.258868146981,197.80752786035518,108.62970491272199,748.0815868778108,18745.07122951685,18096.05698361348,104.96714153011233,53.142473325952736,25.107857576064415,0,82.70181452236389
2023-01-19,632.7714266216743,93.10857064866973,139.6628559730046,686.2171412973395,672.167993883555,91.30079633013304,141.73439510684403,392.6015926602661,198.72067886053105,109.20042428783191,748.8805940029647,18745.07122951685,18096.05698361348,104.96714153011233,40.91975924478789,18.74671122521422,0,72.43963532282889
2023-01-20,635.0774060490546,94.03096241962184,141.04644362943276,688.0619248392437,676.8770541871742,94.12623251230451,145.50164334973934,398.252465024609,199.6338298607069,109.77114366294182,749.6796011281185,18745.07122951685,18096.05698361348,104.96714153011233,35.87696298664709,22.614134031112766,0,66.583803571929
2023-01-21,637.3833854764349,94.95335419057396,142.43003128586093,689.906708381148,676.8770541871742,94.12623251230451,145.50164334973934,398.252465024609,200.54698086088277,110.34186303805173,750.4786082532725,18745.07122951685,18096.05698361348,104.96714153011233,64.65648768921554,19.18652315506933,1,64.74268210907687
2023-01-22,639.6893649038152,95.87574596152608,143.8136189422891,691.7514919230522,676.8770541871742,94.12623251230451,145.50164334973934,398.252465024609,201.4601318610586,110.91258241316164,751.2776153784263,18745.07122951685,18096.05698361348,104.96714153011233,47.74223699513465,22.193013976181337,0,71.67732363719483
2023-01-23,641.9953443311954,96.79813773247818,145.1972065987173,693.5962754649563,705.9428117689757,111.5656870613854,168.75424941518054,433.1313741227708,202.3732828612345,111.48330178827156,752.0766225035802,18745.07122951685,18096.05698361348,104.96714153011233,50.67528204687924,38.42913437286272,0,74.89510021017142
2023-01-24,644.3013237585757,97.7205295034303,146.58079425514546,695.4410590068605,694.6792219916395,104.80753319498365,159.74337759331152,419.6150663899673,203.28643386141033,112.05402116338146,752.875629628734,18745.07122951685,18096.05698361348,104.96714153011233,35.75251813786544,22.404808889344455,0,68.5002905637008
2023-01-25,646.607303185956,98.64292127438242,147.96438191157364,697.2858425487648,727.8561833148818,124.71370998892911,186.28494665190547,459.4274199778582,204.1995848615862,112.62474053849138,753.674636753888,18745.07122951685,18096.05698361348,104.96714153011233,44.556172754748175,51.05905651869912,0,36.009765150685496
2023-01-26,648.9132826133363,99.56531304533453,149.34796956800182,699.130626090669,697.2993981119697,106.37963886718184,161.83951848957577,422.75927773436365,205.11273586176205,113.1954599136013,754.4736438790418,18745.07122951685,18096.05698361348,104.96714153011233,51.10922589709866,33.946543207047114,0,70.2026885949098
2023-01-27,651.2192620407166,100.48770481628665,150.73155722443,700.9754096325732,684.6924074666177,98.81544447997062,151.75392597329417,407.6308889599413,206.02588686193792,113.7661792887112,755.2726510041957,18745.07122951685,18096.05698361348,104.96714153011233,38.490064225776976,31.47868898955899,1,52.70221526068267
2023-01-28,653.5252414680969,101.41009658723877,152.11514488085814,702.8201931744775,684.6924074666177,98.81544447997062,151.75392597329417,407.6308889599413,206.93903786211376,114.33689866382112,756.0716581293495,18745.07122951685,18096.05698361348,104.96714153011233,53.75698018345672,23.13313775855029,0,67.4865692122111
2023-01-29,655.8312208954771,102.33248835819087,153.49873253728632,704.6649767163817,684.6924074666177,98.81544447997062,151.75392597329417,407.6308889599413,207.85218886228964,114.90761803893103,756.8706652545035,18745.07122951685,18096.05698361348,104.96714153011233,43.99361310081195,35.602479035271934,0,53.145228915164296
2023-01-30,658.1372003228574,103.25488012914299,154.8823201937145,706.509760258286,756.6412192230389,141.98473153382332,209.31297537843108,493.96946306764664,208.7653398624655,115.47833741404094,757.6696723796574,18745.07122951685,18096.05698361348,104.96714153011233,47.083062502067236,25.39489739009781,0,53.00202837904639
2023-01-31,660.4431797502377,104.1772719000951,156.26590785014267,708.3545438001902,714.3555924878366,116.61335549270197,175.4844739902693,443.22671098540394,209.67849086264135,116.04905678915085,758.4686795048112,18745.07122951685,18096.05698361348,104.96714153011233,43.98293387770603,30.976078517162893,0,84.82146186338234
2023-02-01,656.5707981093725,102.62831924374902,153.9424788656235,705.256638487498,721.6882051171981,121.01292307031886,181.35056409375846,452.0258461406377,206.5995729823216,114.12473311395101,755.7746263595315,18711.054526614218,18068.843621291373,104.74036351076147,68.52278184508938,50.48067630615036,0,66.15889622866732
2023-02-02,652.6984164685073,101.07936658740292,151.6190498811044,702.1587331748058,684.3812953446636,98.62877720679815,151.50503627573087,407.25755441359627,203.52065510200183,112.20040943875115,753.0805732142517,18677.03782371159,18041.63025896927,104.5135854914106,49.86502775262066,29.2315208022028,0,65.240054082137
2023-02-03,648.826034827642,99.53041393105683,149.29562089658523,699.0608278621137,706.3904318868705,111.83425913212226,169.11234550949635,433.66851826424454,200.44173722168208,110.27608576355131,750.3865200689719,18643.02112080896,18014.416896647166,104.28680747205973,39.422890710440996,39.194186610285406,0,75.7902885859431
2023-02-04,644.9536531867768,97.98146127471074,146.9721919120661,695.9629225494215,706.3904318868705,111.83425913212226,169.11234550949635,433.66851826424454,197.36281934136233,108.35176208835145,747.6924669236921,18609.00441790633,17987.203534325065,104.06002945270887,58.225449121031886,24.3745885989929,0,65.55291372313057
2023-02-05,641.0812715459116,96.43250861836464,144.64876292754695,692.8650172367293,706.3904318868705,111.83425913212226,169.11234550949635,433.66851826424454,194.28390146104255,106.4274384131516,744.9984137784123,18574.987715003703,17959.99017200296,103.83325143335801,37.791563500289776,29.720092076024308,0,95.24567310552891
2023-02-06,637.2088899050464,94.88355596201855,142.32533394302783,689.7671119240371,722.7730647427467,121.66383884564799,182.21845179419734,453.327677691296,191.2049835807228,104.50311473795176,742.3043606331325,18540.971012101072,17932.776809680858,103.60647341400716,52.08863595004755,44.16640508508408,0,66.72376287128776
2023-02-07,633.3365082641811,93.33460330567246,140.00190495850867,686.6692066113449,691.2251605644424,102.73509633866546,156.98012845155395,415.47019267733094,188.12606570040305,102.5787910627519,739.6103074878527,18506.95430919844,17905.563447358752,103.37969539465628,30.403298761202244,24.98426353769786,0,74.38150494379613
2023-02-08,629.4641266233159,91.78565064932636,137.67847597398955,683.5713012986527,729.3924504586417,125.63547027518509,187.51396036691344,461.27094055037014,185.04714782008327,100.65446738755206,736.9162543425729,18472.937606295814,17878.35008503665,103.15291737530542,36.71813951101569,44.49958846397543,0,81.65129597652233
2023-02-09,625.5917449824507,90.23669799298027,135.3550469894704,680.4733959859606,704.9840327520299,110.99041965121792,167.9872262016239,431.98083930243587,181.96822993976352,98.7301437123522,734.2222011972931,18438.920903393184,17851.136722714546,102.92613935595456,51.96861235869123,35.662015483643806,0,89.22703870728292
2023-02-10,621.7193633415854,88.68774533663417,133.03161800495127,677.3754906732684,712.7076562551681,115.62459375310085,174.16612500413447,441.2491875062017,178.88931205944374,96.80582003715236,731.5281480520133,18404.904200490553,17823.923360392444,102.69936133660369,57.38466579995411,25.50026579284586,0,61.09592637210832
2023-02-11,617.8469817007202,87.13879268028808,130.70818902043212,674.2775853605762,712.7076562551681,115.62459375310085,174.16612500413447,441.2491875062017,175.810394179124,94.8814963619525,728.8340949067335,18370.887497587926,17796.70999807034,102.47258331725283,51.7136828118997,35.05926191244417,0,64.98443795393626
2023-02-12,613.974600059855,85.58984002394199,128.384760035913,671.179680047884,712.7076562551681,115.62459375310085,174.16612500413447,441.2491875062017,172.73147629880424,92.95717268675266,726.1400417614537,18336.870794685296,17769.496635748237,102.24580529790197,48.843517176117594,37.78043559701384,0,85.29510250352217
2023-02-13,610.1022184189898,84.04088736759589,126.06133105139384,668.0817747351917,704.9573346942651,110.97440081655904,167.96586775541206,431.9488016331181,169.6525584184845,91.0328490115528,723.445988616174,18302.854091782665,17742.283273426132,102.0190272785511,46.98896304410711,34.97447969773757,0,79.7207476486323
2023-02-14,606.2298367781245,82.4919347112498,123.7379020668747,664.9838694224995,766.3069546127234,147.78417276763406,217.04556369017877,505.5683455352681,166.5736405381647,89.10852533635295,720.7519354708942,18268.837388880038,17715.06991110403,101.79224925920025,35.214780096325725,17.43820224087635,0,82.9021112280215
2023-02-15,602.3574551372592,80.9429820549037,121.41447308235556,661.8859641098074,719.6625693815516,119.79754162893099,179.73005550524132,449.595083257862,163.49472265784496,87.18420166115311,718.0578823256144,18234.820685977407,17687.856548781925,101.56547123984937,42.801557916052914,24.182902593401053,0,53.57554547728398
2023-02-16,598.485073496394,79.3940293985576,119.09104409783642,658.7880587971152,693.5572267761025,104.1343360656615,158.845781420882,418.268672131323,160.41580477752518,85.25987798595325,715.3638291803346,18200.803983074777,17660.64318645982,101.33869322049851,45.393612290402125,28.019850915587963,0,88.57599704708822
2023-02-17,594.6126918555287,77.84507674221152,116.76761511331728,655.690153484423,740.5636228025797,132.33817368154783,196.45089824206377,474.67634736309566,157.33688689720543,83.33555431075341,712.6697760350548,18166.787280172146,17633.42982413772,101.11191520114765,60.57122226218915,29.40453256719963,0,60.86310948058234
2023-02-18,590.7403102146635,76.29612408586542,114.44418612879814,652.5922481717308,740.5636228025797,132.33817368154783,196.45089824206377,474.67634736309566,154.25796901688568,81.41123063555355,709.975722889775,18132.77057726952,17606.216461815613,100.88513718179678,53.43618289568462,34.96537678040542,0,72.30751573770276
2023-02-19,586.8679285737983,74.74717142951933,112.120757144279,649.4943428590386,740.5636228025797,132.33817368154783,196.45089824206377,474.67634736309566,151.17905113656593,79.4869069603537,707.2816697444953,18098.75387436689,17579.00309949351,100.65835916244592,32.36959844637266,31.42160800746603,0,68.22132546889875
2023-02-20,582.995546932933,73.19821877317324,109.79732815975986,646.3964375463465,689.4789087507245,101.68734525043467,155.58312700057957,413.37469050086935,148.10013325624615,77.56258328515386,704.5876165992155,18064.737171464258,17551.789737171406,100.43158114309506,53.24083969394795,19.31724513031919,0,59.45820596142316
2023-02-21,579.1231652920678,71.64926611682714,107.47389917524072,643.2985322336543,725.2215898751189,123.13295392507133,184.17727190009512,456.26590785014264,145.0212153759264,75.638259609954,701.8935634539357,18030.72046856163,17524.576374849305,100.2048031237442,46.149177195836835,33.04158280804771,0,53.049570838947965
2023-02-22,575.2507836512026,70.10031346048105,105.15047019072156,640.2006269209621,671.0082469030056,90.60494814180336,140.8065975224045,391.2098962836067,141.94229749560662,73.71393593475415,699.1995103086558,17996.703765659,17497.3630125272,99.97802510439334,43.23077999694041,34.88468596227059,0,49.07382260040522
2023-02-23,571.3784020103374,68.55136080413496,102.82704120620244,637.1027216082699,686.7953487775393,100.07720926652354,153.43627902203139,410.1544185330471,138.86337961528687,71.7896122595543,696.505457163376,17962.68706275637,17470.149650205098,99.75124708504246,56.11676288840868,34.478323583448315,0,71.4282208726477
2023-02-24,567.5060203694721,67.00240814778886,100.50361222168328,634.0048162955777,724.9215308967281,122.95291853803685,183.93722471738246,455.9058370760737,135.78446173496712,69.86528858435446,693.8114040180963,17928.670359853742,17442.936287882992,99.5244690656916,60.30999522495951,38.64624580443697,0,51.69617091719853
2023-02-25,563.6336387286069,65.45345549144277,98.18018323716416,630.9069109828856,724.9215308967281,122.95291853803685,183.93722471738246,455.9058370760737,132.70554385464737,67.94096490915462,691.1173508728165,17894.65365695111,17415.72292556089,99.29769104634074,59.31280119116199,36.67137723639123,0,56.3942128589574
2023-02-26,559.7612570877417,63.90450283509667,95.856754252645,627.8090056701934,724.9215308967281,122.95291853803685,183.93722471738246,455.9058370760737,129.6266259743276,66.01664123395476,688.4232977275367,17860.63695404848,17388.509563238786,99.07091302698987,41.607824767773614,33.6734406338275,0,67.38356946162136
2023-02-27,555.8888754468765,62.35555017875058,93.53332526812588,624.7111003575012,738.4616644998853,131.07699869993115,194.7693315999082,472.1539973998623,126.54770809400783,64.0923175587549,685.7292445822569,17826.620251145854,17361.296200916684,98.84413500763901,46.907876241487855,29.438674308330825,0,38.334297996881205
2023-02-28,552.0164938060112,60.80659752240449,91.20989628360672,621.613195044809,724.2842070297493,122.57052421784955,183.4273656237994,455.14104843569913,123.46879021368808,62.167993883555056,683.0351914369771,17792.603548243223,17334.08283859458,98.61735698828815,53.31263431403564,16.71231253187207,0,79.34775654452801
2023-03-01,553.035016507594,61.21400660303761,91.82100990455642,622.4280132060752,717.1087929402939,118.2652757641764,177.6870343522352,446.53055152835276,123.71183848742326,62.31989905463954,683.2478586764954,17830.633524337023,17364.506819469618,98.87089016224682,59.75545127122359,33.436945753060684,0,41.0813419947183
2023-03-02,554.0535392091768,61.62141568367074,92.4321235255061,623.2428313673415,712.4724076102677,115.48344456616067,173.97792608821422,440.96688913232134,123.95488676115845,62.47180422572403,683.4605259160137,17868.663500430823,17394.93080034466,99.1244233362055,45.2082576215471,31.66150149730489,0,69.07153130400673
2023-03-03,555.0720619107597,62.02882476430386,93.0432371464558,624.0576495286077,683.0369502408143,97.82217014448858,150.42956019265145,405.64434028897716,124.19793503489362,62.62370939680852,683.673193155532,17906.693476524626,17425.3547812197,99.37795651016417,48.14341023336183,32.17263069756299,0,70.18023071913147
2023-03-04,556.0905846123425,62.43623384493699,93.65435076740548,624.872467689874,683.0369502408143,97.82217014448858,150.42956019265145,405.64434028897716,124.4409833086288,62.77561456789301,683.8858603950503,17944.723452618426,17455.778762094742,99.63148968412283,38.93665025993972,19.786011393437526,0,76.45674064218171
2023-03-05,557.1091073139253,62.843642925570116,94.26546438835517,625.6872858511402,683.0369502408143,97.82217014448858,150.42956019265145,405.64434028897716,124.68403158236399,62.927519738977495,684.0985276345685,17982.753428712225,17486.20274296978,99.8850228580815,38.037933759193294,21.3515476767339,0,69.49983037132128
2023-03-06,558.1276300155081,63.25105200620324,94.87657800930485,626.5021040124066,702.0038947901323,109.20233687407936,165.60311583210583,428.40467374815876,124.92707985609917,63.07942491006198,684.3111948740868,18020.783404806025,17516.62672384482,100.13855603204017,58.125258223941984,38.42522282666323,0,94.21489556599886
2023-03-07,559.1461527170909,63.65846108683637,95.48769163025455,627.3169221736728,708.4840307260054,113.09041843560318,170.78722458080426,436.1808368712064,125.17012812983434,63.231330081146474,684.5238621136051,18058.81338089983,17547.050704719863,100.39208920599884,63.56240028570823,29.68355876914676,0,72.595802578822
2023-03-08,560.1646754186737,64.0658701674695,96.09880525120424,628.131740334939,746.4280556554729,135.85683339328375,201.1424445243783,481.7136667865675,125.41317640356952,63.38323525223096,684.7365293531234,18096.843356993628,17577.4746855949,100.64562237995752,49.27989878419666,35.452005578980994,0,82.64334879092392
2023-03-09,561.1831981202565,64.47327924810261,96.70991887215392,628.9465584962053,728.5904572392116,125.15427434352692,186.87236579136922,460.3085486870539,125.6562246773047,63.53514042331545,684.9491965926417,18134.873333087427,17607.89866646994,100.89915555391619,60.03532897892024,30.22654700904369,0,61.31844629355655
2023-03-10,562.2017208218393,64.88068832873574,97.32103249310362,629.7613766574715,675.9239961159317,93.554397669559,144.73919689274533,397.108795339118,125.89927295103989,63.68704559439993,685.16186383216,18172.903309181227,17638.322647344983,101.15268872787485,53.61636025047634,30.23804911596596,1,71.44908167427361
2023-03-11,563.2202435234221,65.28809740936887,97.9321461140533,630.5761948187378,675.9239961159317,93.554397669559,144.73919689274533,397.108795339118,126.14232122477506,63.83895076548443,685.3745310716782,18210.93328527503,17668.746628220022,101.40622190183352,43.54880245394876,37.50627044780798,1,88.57084114034711
2023-03-12,564.238766225005,65.695506490002,98.54325973500299,631.391012980004,675.9239961159317,93.554397669559,144.73919689274533,397.108795339118,126.38536949851024,63.99085593656891,685.5871983111965,18248.96326136883,17699.170609095065,101.65975507579219,53.61395605508414,25.87164217426101,0,67.14765850372432
2023-03-13,565.2572889265878,66.10291557063512,99.15437335595269,632.2058311412702,728.1020992348699,124.86125954092192,186.4816793878959,459.72251908184387,126.62841777224543,64.1427611076534,685.7998655507148,18286.99323746263,17729.594589970104,101.91328824975086,65.38036566465969,30.76896621552787,0,72.30681717034277
2023-03-14,566.2758116281706,66.51032465126825,99.76548697690237,633.0206493025365,710.372942989592,114.22376579375525,172.29835439167368,438.4475315875105,126.87146604598061,64.29466627873789,686.0125327902331,18325.02321355643,17760.018570845143,102.16682142370954,49.64173960890049,26.30179769035966,0,81.7702413896497
2023-03-15,567.2943343297534,66.91773373190138,100.37660059785206,633.8354674638027,703.076949992351,109.84616999541062,166.46155999388083,429.6923399908212,127.1145143197158,64.44657144982237,686.2252000297514,18363.05318965023,17790.442551720185,102.42035459766821,65.64643655814007,26.524030180541477,0,61.09324575770039
2023-03-16,568.3128570313363,67.3251428125345,100.98771421880174,634.650285625069,735.2919072210217,129.17514433261303,192.23352577681734,468.35028866522606,127.35756259345096,64.59847662090687,686.4378672692696,18401.083165744032,17820.866532595224,102.67388777162687,23.802548959102555,27.526623012250884,0,44.061276000169684
2023-03-17,569.3313797329191,67.73255189316762,101.59882783975144,635.4651037863352,745.7749880623987,135.46499283743927,200.61999044991902,480.92998567487854,127.60061086718615,64.75038179199134,686.6505345087879,18439.11314183783,17851.290513470267,102.92742094558554,58.21902504375224,31.777070173069703,0,73.06688384454843
2023-03-18,570.3499024345019,68.13996097380075,102.20994146070112,636.2799219476016,745.7749880623987,135.46499283743927,200.61999044991902,480.92998567487854,127.84365914092133,64.90228696307584,686.8632017483062,18477.14311793163,17881.714494345306,103.18095411954421,50.870470682381715,26.17001102669218,0,81.86403003229603
2023-03-19,571.3684251360847,68.54737005443388,102.82105508165081,637.0947401088678,745.7749880623987,135.46499283743927,200.61999044991902,480.92998567487854,128.0867074146565,65.05419213416033,687.0758689878245,18515.17309402543,17912.138475220345,103.43448729350288,47.009926495341325,40.04604900458817,0,53.78265082129634
2023-03-20,572.3869478376675,68.954779135067,103.4321687026005,637.909558270134,743.282002977905,133.96920178674299,198.62560238232396,477.93840357348597,128.32975568839169,65.20609730524481,687.2885362273428,18553.203070119234,17942.562456095387,103.68802046746156,50.91760776535502,22.84314158224397,0,78.04263876732807
2023-03-21,573.4054705392504,69.36218821570013,104.04328232355019,638.7243764314003,699.0195619194341,107.41173715166042,163.21564953554724,424.82347430332084,128.57280396212687,65.3580024763293,687.501203466861,18591.233046213034,17972.986436970426,103.94155364142023,30.124310853991073,28.50502684670913,0,78.12359664807445
2023-03-22,574.4239932408332,69.76959729633326,104.65439594449988,639.5391945926665,712.2696906037196,115.36181436223178,173.8157524829757,440.72362872446354,128.81585223586205,65.5099076474138,687.7138707063793,18629.263022306834,18003.410417845465,104.19508681537889,47.80328112162488,26.4821515338066,0,42.718044890616355
2023-03-23,575.442515942416,70.17700637696638,105.26550956544956,640.3540127539328,728.2815857850891,124.96895147105346,186.62526862807127,459.9379029421069,129.05890050959724,65.66181281849828,687.9265379458976,18667.292998400633,18033.834398720508,104.44861998933756,53.57112571511746,41.57582307482986,0,58.76453641111873
2023-03-24,576.4610386439988,70.5844154575995,105.87662318639926,641.168830915199,744.388628178059,134.6331769068354,199.51090254244718,479.2663538136708,129.30194878333242,65.81371798958277,688.1392051854159,18705.322974494433,18064.258379595547,104.70215316329623,64.77894044741517,31.572438212092596,0,65.25005463122005
2023-03-25,577.4795613455816,70.99182453823263,106.48773680734894,641.9836490764652,744.388628178059,134.6331769068354,199.51090254244718,479.2663538136708,129.5449970570676,65.96562316066725,688.3518724249342,18743.352950588236,18094.68236047059,104.9556863372549,44.81729781726352,38.25475631574908,0,67.84451199717715
2023-03-26,578.4980840471644,71.39923361886576,107.09885042829863,642.7984672377315,744.388628178059,134.6331769068354,199.51090254244718,479.2663538136708,129.7880453308028,66.11752833175174,688.5645396644525,18781.382926682036,18125.10634134563,105.20921951121358,41.91506397106812,18.115517015704224,0,61.082388822784196
2023-03-27,579.5166067487472,71.80664269949888,107.70996404924833,643.6132853989977,708.0206440538677,112.81238643232065,170.4165152430942,435.6247728646413,130.03109360453794,66.26943350283624,688.7772069039708,18819.412902775835,18155.530322220668,105.46275268517225,44.982429564154636,32.13640212695407,0,60.43596635701382
2023-03-28,580.53512945033,72.21405178013201,108.32107767019801,644.428103560264,715.3585255834046,117.21511535004274,176.28682046672367,444.4302307000855,130.27414187827313,66.42133867392072,688.989874143489,18857.442878869635,18185.95430309571,105.71628585913092,59.15402117702074,37.117046364987495,0,90.0577946941851
2023-03-29,581.5536521519128,72.62146086076514,108.9321912911477,645.2429217215303,692.3416256498493,103.40497538990958,157.87330051987942,416.80995077981913,130.5171901520083,66.57324384500521,689.2025413830073,18895.47285496344,18216.37828397075,105.96981903308958,53.287511096596845,30.658271914203393,0,68.7092904176931
2023-03-30,582.5721748534957,73.02886994139826,109.54330491209738,646.0577398827966,690.0948343979833,102.05690063878994,156.0758675183866,414.11380127757985,130.7602384257435,66.72514901608969,689.4152086225256,18933.502831057238,18246.80226484579,106.22335220704825,44.70239796232961,38.52384300052281,0,61.65947607820313
2023-03-31,583.5906975550785,73.43627902203139,110.15441853304708,646.8725580440628,740.313145559855,132.18788733591296,196.25051644788397,474.3757746718259,131.00328669947868,66.87705418717418,689.6278758620439,18971.532807151038,18277.22624572083,106.47688538100692,55.13267433113356,25.861692399197022,1,69.5059662770494
2023-04-01,586.1324430296911,74.45297721187642,111.67946581781463,648.9059544237529,740.313145559855,132.18788733591296,196.25051644788397,474.3757746718259,132.55346043717475,67.84591277323423,690.984277882528,19015.299873066404,18312.239898453125,106.7686658204427,50.9707754934804,41.27477952148464,0,76.44508999673373
2023-04-02,588.6741885043036,75.46967540172146,113.20451310258218,650.939350803443,740.313145559855,132.18788733591296,196.25051644788397,474.3757746718259,134.10363417487085,68.81477135929428,692.3406799030121,19059.06693898177,18347.25355118542,107.06044625987847,59.68644990532889,48.391184988954,0,70.61951652053449
2023-04-03,591.2159339789163,76.48637359156649,114.72956038734974,652.972747183133,753.9060007142706,140.34360042856235,207.12480057141647,490.6872008571247,135.65380791256692,69.78362994535433,693.6970819234961,19102.834004897137,18382.267203917712,107.35222669931426,42.979469061226474,27.097291516482727,0,67.53126891006433
2023-04-04,593.7576794535288,77.50307178141153,116.2546076721173,655.006143562823,718.1997469604917,118.91984817629499,178.55979756839332,447.83969635259,137.203981650263,70.75248853141439,695.0534839439802,19146.601070812503,18417.280856650003,107.64400713875004,46.723378534022316,26.435979828793826,0,62.19979997595456
