date,quandl_gold_prices_price,quandl_silver_prices_price,usgs_iron_ore_price,usgs_steel_price,usgs_coal_price,usgs_copper_price,usgs_aluminum_price,inegi_construction_index_value,inegi_industrial_production_value,inegi_manufacturing_index_value,inegi_employment_index_value
2020-06-06,1807.6309356019804,25.582376886908598,,,,,,,,,
2020-06-07,1949.9087771826257,19.729385189149134,,,,,,,,,
2020-06-08,1811.5098811665778,23.63064109504629,,,,,,,,,
2020-06-09,1755.4433206207789,23.755409240511042,,,,,,,,,
2020-06-10,1720.2811592353064,31.689662323479304,,,,,,,,,
2020-06-11,1675.7607845425123,25.38109861592758,,,,,,,,,
2020-06-12,1729.4372010022114,27.00308652930575,,,,,,,,,
2020-06-13,1710.3207419513353,26.00415550275873,,,,,,,,,
2020-06-14,1710.386642150654,23.719857702864378,,,,,,,,,
2020-06-15,1841.442217059068,18.847324899936343,,,,,,,,,
2020-06-16,1846.477234420594,27.12601373929593,,,,,,,,,
2020-06-17,1771.160952906244,27.275060008741853,,,,,,,,,
2020-06-18,1931.3609461488966,29.008610752338505,,,,,,,,,
2020-06-19,1630.2794483619616,21.36288030194486,,,,,,,,,
2020-06-20,1728.1479887083212,24.396885002942547,,,,,,,,,
2020-06-21,1716.5994159351408,22.964442572114905,,,,,,,,,
2020-06-22,1772.0133475027453,22.01413349840114,,,,,,,,,
2020-06-23,1711.9620716660693,23.754384900617254,,,,,,,,,
2020-06-24,1745.686373328211,21.143939922817694,,,,,,,,,
2020-06-25,1821.4350896295775,22.58016264780364,,,,,,,,,
2020-06-26,1829.8226362915664,30.6901113892463,,,,,,,,,
2020-06-27,1813.673554521482,23.351615450131263,,,,,,,,,
2020-06-28,1911.2105200778146,26.82545474461895,,,,,,,,,
2020-06-29,1900.793542143527,22.369248373261243,,,,,,,,,
2020-06-30,1678.891730602896,25.17324539516873,95.3172608610164,688.293152152541,142.9758912915246,3.8829315215254097,2.4297589129152457,98.8293152152541,104.29758912915246,101.06345217220328,97.53172608610164
2020-07-01,1780.6304127178837,25.96483907458497,,,,,,,,,
2020-07-02,1766.6667964677883,23.40929857795746,,,,,,,,,
2020-07-03,1952.8053277070824,26.11740597892779,,,,,,,,,
2020-07-04,1870.5146821573633,28.086519410530013,,,,,,,,,
2020-07-05,1853.0356727007727,27.88565585665848,,,,,,,,,
2020-07-06,1848.6485459114538,27.108225044224064,,,,,,,,,
2020-07-07,1898.1015075855416,24.068643295790483,,,,,,,,,
2020-07-08,1862.5179363103737,22.78244783181998,,,,,,,,,
2020-07-09,1902.2643513027783,30.967299101478822,,,,,,,,,
2020-07-10,1753.7087611289405,23.953883950015868,,,,,,,,,
2020-07-11,1772.3962807889677,23.33989895574276,,,,,,,,,
2020-07-12,2016.6707895708907,19.00294782372022,,,,,,,,,
2020-07-13,1727.269528136996,24.785850122162746,,,,,,,,,
2020-07-14,1786.4714049434697,23.096043608832066,,,,,,,,,
2020-07-15,1734.4208194289474,24.3599937432779,,,,,,,,,
2020-07-16,1892.595194871876,22.578041654742485,,,,,,,,,
2020-07-17,1814.0837138008753,24.17421057070457,,,,,,,,,
2020-07-18,1812.1798732651466,23.789045394737435,,,,,,,,,
2020-07-19,1780.1666040426182,28.067793280183775,,,,,,,,,
2020-07-20,1841.599785108673,19.94299101080192,,,,,,,,,
2020-07-21,1938.7054475612185,25.52576276235461,,,,,,,,,
2020-07-22,1735.042826634236,21.894908002773057,,,,,,,,,
2020-07-23,1730.9867792590164,21.091369294189626,,,,,,,,,
2020-07-24,1877.2127810230284,28.74545045230027,,,,,,,,,
2020-07-25,1813.879711487481,24.479587404577703,,,,,,,,,
2020-07-26,1757.9948020117088,28.659893312158623,,,,,,,,,
2020-07-27,1686.1068347279563,27.447767065735817,,,,,,,,,
2020-07-28,2011.652339698985,26.219414451694142,,,,,,,,,
2020-07-29,1834.252608204376,25.72944722940747,,,,,,,,,
2020-07-30,1841.2986528638676,25.546825275688597,,,,,,,,,
2020-07-31,1743.8041705023045,27.335597442190664,131.58425631014782,778.9606407753696,197.37638446522175,4.789606407753696,2.9737638446522174,107.89606407753696,109.73763844652217,108.31685126202956,101.15842563101478
2020-08-01,1851.7761436956687,24.425213167308325,,,,,,,,,
2020-08-02,1825.2765785635008,21.79757056917009,,,,,,,,,
2020-08-03,1833.4646979828037,24.19414695890276,,,,,,,,,
2020-08-04,1842.6234241119673,26.684152779789184,,,,,,,,,
2020-08-05,1837.3784237634634,25.918741747700246,,,,,,,,,
2020-08-06,1867.274354386924,25.509033516715753,,,,,,,,,
2020-08-07,1879.623253324588,26.532650006999187,,,,,,,,,
2020-08-08,1864.9087093152018,26.34163841898281,,,,,,,,,
2020-08-09,1881.521730136454,24.76540756554843,,,,,,,,,
2020-08-10,1784.2098521482337,25.27837901373513,,,,,,,,,
2020-08-11,1622.5827875785453,19.238447407525335,,,,,,,,,
2020-08-12,1926.9230341586663,19.373325738468456,,,,,,,,,
2020-08-13,1746.600275313316,23.448034179805784,,,,,,,,,
2020-08-14,1635.9048383394088,28.82745214596624,,,,,,,,,
2020-08-15,1857.518045110057,26.548310448695574,,,,,,,,,
2020-08-16,1784.9750053402022,22.78705900451455,,,,,,,,,
2020-08-17,1965.7915898109932,26.751624685329194,,,,,,,,,
2020-08-18,1613.6792780399273,29.015079333788147,,,,,,,,,
2020-08-19,1866.9696453706158,27.533438383057955,,,,,,,,,
2020-08-20,1856.3922375765724,30.188741912508572,,,,,,,,,
2020-08-21,1711.6027195401275,22.491088562771807,,,,,,,,,
2020-08-22,1764.2140082964422,30.22861896877516,,,,,,,,,
2020-08-23,1641.9411321886696,26.45563065039173,,,,,,,,,
2020-08-24,1786.708750091118,27.413350718805226,,,,,,,,,
2020-08-25,2028.4100422299787,23.37972026333611,,,,,,,,,
2020-08-26,1740.4104910348397,28.32022005389549,,,,,,,,,
2020-08-27,1663.036416419653,23.04591208497933,,,,,,,,,
2020-08-28,1614.886740365654,21.720515837761074,,,,,,,,,
2020-08-29,1879.0756340001187,25.40021717764589,,,,,,,,,
2020-08-30,1916.435399754039,26.298809545333434,,,,,,,,,
2020-08-31,1879.0103048819717,25.838103027316887,115.34869458305818,738.3717364576454,173.02304187458725,4.383717364576454,2.730230418745873,103.83717364576455,107.30230418745873,105.06973891661164,99.53486945830582
2020-09-01,1821.908595781858,20.042122760861577,,,,,,,,,
2020-09-02,1814.802049466155,14.766250993410429,,,,,,,,,
2020-09-03,1897.1696599576367,27.804904359468125,,,,,,,,,
2020-09-04,1950.8121471144298,19.981240183660475,,,,,,,,,
2020-09-05,1782.97439423119,26.37293691222877,,,,,,,,,
2020-09-06,1870.9685938794778,25.533267435536537,,,,,,,,,
2020-09-07,2060.6656497879117,22.941989105520022,,,,,,,,,
2020-09-08,1880.2067402895013,23.15321068435138,,,,,,,,,
2020-09-09,1836.218374371656,20.929511424771455,,,,,,,,,
2020-09-10,1849.3860479169473,28.271306060231034,,,,,,,,,
2020-09-11,1830.4280744162143,26.971293604624023,,,,,,,,,
2020-09-12,1777.4192443788995,26.813856724340074,,,,,,,,,
2020-09-13,1862.7330296022453,22.500941373477573,,,,,,,,,
2020-09-14,1910.979374464354,26.021697703571487,,,,,,,,,
2020-09-15,1903.315590983048,24.756446041449717,,,,,,,,,
2020-09-16,1706.1145175984634,27.20124965511784,,,,,,,,,
2020-09-17,1713.1091326575638,24.42910253804175,,,,,,,,,
2020-09-18,1890.1134740569369,24.55760045242464,,,,,,,,,
2020-09-19,1710.950608456399,24.61787515627863,,,,,,,,,
2020-09-20,1746.24857005813,30.74919764236226,,,,,,,,,
2020-09-21,1773.301599586129,27.675274094561424,,,,,,,,,
2020-09-22,1845.2937400059957,22.849897388409225,,,,,,,,,
2020-09-23,1734.110397457653,22.39673238106485,,,,,,,,,
2020-09-24,1869.3400075055854,27.722604794231085,,,,,,,,,
2020-09-25,1777.5686308945462,23.542848656478576,,,,,,,,,
2020-09-26,1949.98746943707,23.170837579219054,,,,,,,,,
2020-09-27,1831.1523747970052,29.910634700454924,,,,,,,,,
2020-09-28,1740.6580124638492,26.35606055127863,,,,,,,,,
2020-09-29,1830.6734598111577,26.740283055101973,,,,,,,,,
2020-09-30,1665.6221219615036,26.97139130720646,90.61051228130096,676.5262807032524,135.91576842195144,3.765262807032524,2.3591576842195146,97.65262807032524,103.59157684219514,100.1221024562602,97.0610512281301
2020-10-01,1783.858835533338,26.743427981002274,,,,,,,,,
2020-10-02,1782.6142654738524,24.497209014300314,,,,,,,,,
2020-10-03,1713.3033710870025,19.683538689651687,,,,,,,,,
2020-10-04,1822.1425295359898,22.05906811015552,,,,,,,,,
2020-10-05,1758.0642235368368,26.411102262045805,,,,,,,,,
2020-10-06,1724.6044008376518,29.59332587754991,,,,,,,,,
2020-10-07,1630.9486825827798,25.981810755516708,,,,,,,,,
2020-10-08,1744.0494731275592,29.17124103930806,,,,,,,,,
2020-10-09,1851.4756646242208,24.121233149655026,,,,,,,,,
2020-10-10,1648.1473557086115,26.188495407866366,,,,,,,,,
2020-10-11,1827.204280077601,28.40563631006265,,,,,,,,,
2020-10-12,1842.8259255037483,21.63333767205134,,,,,,,,,
2020-10-13,1632.9098478483593,17.581036704647627,,,,,,,,,
2020-10-14,1939.3269414123522,30.057712914693088,,,,,,,,,
2020-10-15,1645.4817265218387,23.764578111730152,,,,,,,,,
2020-10-16,1709.1654526701118,21.276616259846456,,,,,,,,,
2020-10-17,1645.0634937054717,28.20224491220676,,,,,,,,,
2020-10-18,1757.9595002319795,20.465686660345316,,,,,,,,,
2020-10-19,1851.5761406657493,19.440378530866695,,,,,,,,,
2020-10-20,1819.0515547001937,20.83135227911707,,,,,,,,,
2020-10-21,1797.3237937229255,25.472968662383266,,,,,,,,,
2020-10-22,1829.7343135241008,25.279961291334086,,,,,,,,,
2020-10-23,1684.9025478799265,22.16778544926965,,,,,,,,,
2020-10-24,1682.4421483751726,33.65880462704183,,,,,,,,,
2020-10-25,1945.853984459963,24.85696536559267,,,,,,,,,
2020-10-26,1767.786846345304,27.897245122792047,,,,,,,,,
2020-10-27,1735.6758231210774,24.37537879731455,,,,,,,,,
2020-10-28,1786.301653075829,25.323961024929094,,,,,,,,,
2020-10-29,1814.8765935860663,24.50018818638498,,,,,,,,,
2020-10-30,1717.8280543976575,26.540943941512516,,,,,,,,,
2020-10-31,1722.8329231324228,20.63447166458773,110.8512008717193,727.1280021792983,166.27680130757895,4.2712800217929825,2.6627680130757896,102.71280021792982,106.6276801307579,104.17024017434386,99.08512008717193
2020-11-01,1737.8645028838719,24.323349086476945,,,,,,,,,
2020-11-02,1803.9929363360882,28.989996793184076,,,,,,,,,
2020-11-03,1706.1028566386303,25.59894776864932,,,,,,,,,
2020-11-04,1939.0924740778682,24.226220053380032,,,,,,,,,
2020-11-05,1848.366739277511,21.44639965806803,,,,,,,,,
2020-11-06,1718.0116125351103,28.3566388810364,,,,,,,,,
2020-11-07,1910.9398752041755,23.543352257975805,,,,,,,,,
2020-11-08,1693.1497306994065,21.367642876267638,,,,,,,,,
2020-11-09,1706.0836759369242,22.748494763608424,,,,,,,,,
2020-11-10,1839.5243577780948,28.321126733350216,,,,,,,,,
2020-11-11,1745.0297736358064,25.978826354635057,,,,,,,,,
2020-11-12,2036.9944396846372,30.268961556229765,,,,,,,,,
2020-11-13,1682.734982417692,27.2378436807293,,,,,,,,,
2020-11-14,1693.762369770559,26.557509613399436,,,,,,,,,
2020-11-15,1746.2604263322792,30.9727211271124,,,,,,,,,
2020-11-16,1872.1606201503446,20.8068553332136,,,,,,,,,
2020-11-17,1956.1784232448738,26.963775486444504,,,,,,,,,
2020-11-18,1804.5794776232522,28.02930209613227,,,,,,,,,
2020-11-19,1945.2352827551724,24.73552959055678,,,,,,,,,
2020-11-20,1655.2918124093128,22.380808101490707,,,,,,,,,
2020-11-21,1819.7005306929914,22.468018884825735,,,,,,,,,
2020-11-22,1849.328361957148,20.63900811065016,,,,,,,,,
2020-11-23,1856.3855358700762,23.70838778011701,,,,,,,,,
2020-11-24,1802.2716622393593,23.7553924156866,,,,,,,,,
2020-11-25,1867.144798860781,19.54817515911174,,,,,,,,,
2020-11-26,1919.9068095222967,21.19685942374467,,,,,,,,,
2020-11-27,1905.5202966547947,20.298371416615087,,,,,,,,,
2020-11-28,1863.3691840049964,25.040777135374636,,,,,,,,,
2020-11-29,1880.624575277767,27.85091313976794,,,,,,,,,
2020-11-30,1816.0353324786042,25.44179489931518,90.73164614375075,676.8291153593768,136.09746921562612,3.768291153593769,2.3609746921562613,97.68291153593769,103.60974692156262,100.14632922875015,97.07316461437507
2020-12-01,1758.287959506087,22.163347095835196,,,,,,,,,
2020-12-02,1882.4309762707437,24.596984916525095,,,,,,,,,
2020-12-03,1789.013058671687,25.12269736222185,,,,,,,,,
2020-12-04,1778.2306692255825,25.380821369730878,,,,,,,,,
2020-12-05,1868.888104474148,27.210266952868377,,,,,,,,,
2020-12-06,1858.0360067442073,23.39856501753753,,,,,,,,,
2020-12-07,1849.055080308797,28.50574883901653,,,,,,,,,
2020-12-08,1911.8041038555878,21.45757451978239,,,,,,,,,
2020-12-09,1906.3195094796054,26.984257872606335,,,,,,,,,
2020-12-10,1741.8457629043676,20.99610639897122,,,,,,,,,
2020-12-11,1747.979422277755,24.81620954264927,,,,,,,,,
2020-12-12,1840.3197590861444,22.895885438110685,,,,,,,,,
2020-12-13,1734.9936471763694,23.058239353051427,,,,,,,,,
2020-12-14,1801.7642795156787,28.920084954491053,,,,,,,,,
2020-12-15,1832.9355555550376,21.31687664550211,,,,,,,,,
2020-12-16,1833.1563989392657,20.52893226094131,,,,,,,,,
2020-12-17,1651.687842963498,22.457345685773696,,,,,,,,,
2020-12-18,1620.5601611310003,24.314683888181776,,,,,,,,,
2020-12-19,1889.1777452468689,26.386502762067714,,,,,,,,,
2020-12-20,1963.221649293918,25.46646353292693,,,,,,,,,
2020-12-21,1710.248712029557,29.008817645925816,,,,,,,,,
2020-12-22,1657.688753819392,25.849191957712105,,,,,,,,,
2020-12-23,1728.3021749074808,26.42088953781208,,,,,,,,,
2020-12-24,1676.9855051011916,22.69097984325611,,,,,,,,,
2020-12-25,1792.3537103731446,29.588418538710044,,,,,,,,,
2020-12-26,1689.647903881914,29.127279557254933,,,,,,,,,
2020-12-27,1895.4329385738627,20.39114776164525,,,,,,,,,
2020-12-28,1703.3552882112322,23.74398980315074,,,,,,,,,
2020-12-29,1965.2015845341637,21.72895277891673,,,,,,,,,
2020-12-30,1711.9798518473235,27.983329013110747,,,,,,,,,
2020-12-31,1833.502320457235,27.786863632357168,90.68540492859486,676.7135123214872,136.02810739289228,3.7671351232148718,2.360281073928923,97.67135123214871,103.60281073928923,100.13708098571897,97.06854049285948
2021-01-01,1731.886133832415,31.301261429483812,,,,,,,,,
2021-01-02,1743.0616891544682,25.048569449448674,,,,,,,,,
2021-01-03,1951.6899925129394,30.33141928170942,,,,,,,,,
2021-01-04,1816.0608422669548,26.757763885645808,,,,,,,,,
2021-01-05,1657.9109980863143,25.72884240539884,,,,,,,,,
2021-01-06,1699.8561116839455,30.76988237564151,,,,,,,,,
2021-01-07,1670.8247975911886,25.652783367287306,,,,,,,,,
2021-01-08,1666.3039553016633,24.14669749714048,,,,,,,,,
2021-01-09,1715.7235553199278,28.569370418424377,,,,,,,,,
2021-01-10,1816.901932034554,25.407322085080036,,,,,,,,,
2021-01-11,1776.1914275572967,28.02103602736502,,,,,,,,,
2021-01-12,1875.6682153377512,27.07376087983539,,,,,,,,,
2021-01-13,1758.4783275400791,27.847381526234585,,,,,,,,,
2021-01-14,1909.1064241407555,25.610675714539113,,,,,,,,,
2021-01-15,1730.7553194491559,25.124737892200336,,,,,,,,,
2021-01-16,1830.5840721982838,21.978314631002785,,,,,,,,,
2021-01-17,1682.1971244318602,25.131345683236955,,,,,,,,,
2021-01-18,1570.7279221018346,25.3681428829663,,,,,,,,,
2021-01-19,1663.6194473500145,25.800039987741112,,,,,,,,,
2021-01-20,1861.349902891866,25.429339531632884,,,,,,,,,
2021-01-21,1719.576229765829,23.638370455258574,,,,,,,,,
2021-01-22,1866.765715719969,24.744959858452592,,,,,,,,,
2021-01-23,1758.9375467465914,24.30568214782186,,,,,,,,,
2021-01-24,1695.0355099075612,25.315300388246317,,,,,,,,,
2021-01-25,1787.4877516772187,28.88128840484699,,,,,,,,,
2021-01-26,1912.9898422826323,24.11314796047624,,,,,,,,,
2021-01-27,1820.4955261011978,27.349544423374038,,,,,,,,,
2021-01-28,1896.7070652305063,24.151232127243624,,,,,,,,,
2021-01-29,1594.707430221792,24.30712829089913,,,,,,,,,
2021-01-30,1897.7765762745667,26.788514654175135,,,,,,,,,
